accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
4.312464,3.472584,-7.683353,0.049327,-0.143401,-0.085216
4.347759,3.440281,-7.706684,0.051007,-0.140041,-0.083536
4.342375,3.462414,-7.682756,0.049480,-0.140194,-0.083536
4.348357,3.480361,-7.671390,0.050702,-0.140499,-0.083994
4.347161,3.464209,-7.665407,0.050091,-0.139277,-0.085216
4.358526,3.489932,-7.660622,0.048869,-0.140346,-0.086285
4.371089,3.494119,-7.671988,0.050091,-0.142179,-0.087201
4.345366,3.459423,-7.676773,0.049480,-0.140652,-0.085063
4.316652,3.446861,-7.679764,0.051465,-0.142332,-0.086590
4.346562,3.470789,-7.673184,0.049633,-0.139583,-0.085216
4.378268,3.516851,-7.641479,0.048258,-0.138361,-0.085521
4.404588,3.512664,-7.623533,0.049938,-0.140041,-0.084605
4.383651,3.506083,-7.634899,0.048717,-0.142179,-0.084452
4.426722,3.483351,-7.631908,0.049786,-0.133932,-0.081398
4.403392,3.548556,-7.606783,0.048564,-0.137750,-0.084605
4.369893,3.518047,-7.635497,0.050091,-0.140499,-0.084758
4.392026,3.521637,-7.615158,0.049327,-0.142484,-0.087048
4.396214,3.516851,-7.625926,0.050549,-0.141721,-0.085674
4.383651,3.507280,-7.628917,0.049022,-0.139583,-0.084605
4.400999,3.568895,-7.615158,0.048869,-0.139277,-0.084910
4.375276,3.540779,-7.612167,0.048106,-0.140041,-0.085979
4.377669,3.522833,-7.635497,0.049175,-0.140499,-0.086590
4.380062,3.509673,-7.624131,0.049175,-0.140346,-0.085521
4.392624,3.508476,-7.622337,0.049327,-0.140957,-0.084910
4.383651,3.512065,-7.635497,0.048411,-0.138972,-0.085216
4.397409,3.506682,-7.623533,0.047800,-0.139277,-0.085216
4.384250,3.516253,-7.627721,0.049938,-0.140652,-0.085674
4.381258,3.516851,-7.631908,0.049633,-0.139277,-0.087048
4.392026,3.519842,-7.627122,0.049022,-0.141110,-0.085063
4.389633,3.516253,-7.625926,0.050702,-0.140346,-0.086285
4.381856,3.516253,-7.636693,0.048258,-0.141568,-0.085674
4.381258,3.510271,-7.627122,0.049633,-0.139888,-0.085674
4.366901,3.516851,-7.652845,0.051465,-0.136070,-0.084147
4.344768,3.533002,-7.785048,0.046884,-0.140346,-0.086590
4.352544,3.527020,-7.636096,0.049938,-0.141263,-0.085368
4.390830,3.519842,-7.626524,0.049327,-0.138361,-0.084910
4.386044,3.512664,-7.633703,0.049175,-0.140804,-0.086437
4.390232,3.519244,-7.626524,0.049175,-0.140194,-0.084758
4.396214,3.519244,-7.622337,0.049480,-0.139888,-0.084910
4.383053,3.529413,-7.628319,0.048258,-0.138666,-0.085063
4.363312,3.490530,-7.626524,0.049175,-0.139277,-0.085521
4.394419,3.528815,-7.621140,0.049022,-0.139888,-0.085827
